0,7127,COC1=C(C=C(C=C1)CC=C)OC
1,18827,CCCCCC(C=C)O
2,1549026,CC(=CCC/C(=C/COC(=O)C)/C)C
3,3314,COC1=C(C=CC(=C1)CC=C)O
4,8914,CCCCCCCCCO
5,11412527,CCCC(=O)CCCCCO
6,8918,CCCCCCCCCOC(=O)C
