0,7127,OR12a,149.4072871
1,7127,OR12c,218.0398695
2,7127,OR88a,181.9285426
3,18827,OR7a-6,199.152428
4,18827,OR13a,171.3598663
5,1549026,OR82a,0
6,3314,OR94b-2,53.48968673
7,8914,OR74a,0
8,11412527,OR74a,0
9,8918,OR74a,0
